Avg,Std,Max,Min,Energy,Std_energy 
12.778700,18.331100,56.773500,-5.831900,0,0.000000 
24.134400,17.568600,56.773500,-5.826000,0,0.000000 
40.884300,17.943500,56.773500,-5.834800,0,0.000000 
51.073100,14.756600,56.773500,4.317900,0,0.000000 
57.223500,1.961500,65.773500,56.773500,0,0.000000 
58.573500,3.600000,65.773500,56.773500,0,0.000000 
56.323500,15.451500,65.773500,-6.226500,0,0.000000 
52.762900,19.947100,65.773500,2.773500,0,0.000000 
63.092900,6.962200,65.773500,39.162300,0,0.000000 
63.093500,6.351700,65.773500,39.174000,0,0.000000 
58.593500,16.663500,65.773500,-5.826000,0,0.000000 
64.423500,3.213600,65.773500,56.773500,0,0.000000 
64.873500,2.700000,65.773500,56.773500,0,0.000000 
60.823500,15.711400,65.773500,-6.226500,0,0.000000 
61.273500,13.796700,65.773500,11.773500,0,0.000000 
63.973500,4.589100,65.773500,47.773500,0,0.000000 
62.173500,8.725800,65.773500,38.773500,0,0.000000 
62.623500,6.536600,65.773500,38.773500,0,0.000000 
61.723500,7.242100,65.773500,38.773500,0,0.000000 
59.023500,14.477100,65.773500,2.773500,0,0.000000 
64.873500,2.700000,65.773500,56.773500,0,0.000000 
58.573500,20.245000,65.773500,-6.226500,0,0.000000 
60.823400,15.711400,65.773500,-6.226500,0,0.000000 
65.323500,1.961500,65.773500,56.773500,0,0.000000 
63.523500,7.986700,65.773500,29.773500,0,0.000000 
63.973500,6.104100,65.773500,38.773500,0,0.000000 
63.523500,4.825700,65.773500,47.773500,0,0.000000 
64.873500,2.700000,65.773500,56.773500,0,0.000000 
54.523300,22.022500,65.773500,-6.226500,0,0.000000 
58.123500,21.539000,65.773500,-6.226500,0,0.000000 
