Avg,Std,Max,Min,Energy,Std_energy 
2.349500,15.051400,57.231700,-5.720300,0,0.000000 
14.070500,18.203300,57.601800,-5.273000,0,0.000000 
25.734700,20.112400,57.732100,-5.247000,0,0.000000 
31.062100,18.222300,57.732100,-5.808100,0,0.000000 
43.139300,17.462500,57.732100,21.753000,0,0.000000 
43.055000,23.527400,57.732100,-5.808100,0,0.000000 
56.162400,5.833000,57.732100,30.753000,0,0.000000 
57.612500,0.195800,57.732100,57.231700,0,0.000000 
50.922600,16.780600,57.732100,-5.273000,0,0.000000 
54.563600,9.565000,57.732100,21.753000,0,0.000000 
57.233800,2.067700,57.732100,48.231700,0,0.000000 
55.896900,7.833900,57.732100,21.753000,0,0.000000 
56.805200,3.913200,57.732100,39.753000,0,0.000000 
56.801300,3.912800,57.732100,39.753000,0,0.000000 
57.635500,0.193300,57.732100,57.231700,0,0.000000 
57.693800,0.114300,57.732100,57.225400,0,0.000000 
51.389200,16.197100,57.732100,-5.733300,0,0.000000 
49.154800,14.892700,57.732100,21.753000,0,0.000000 
55.926700,7.840000,57.732100,21.753000,0,0.000000 
54.127700,10.791600,57.732100,21.753000,0,0.000000 
57.250600,1.957400,57.732100,48.732100,0,0.000000 
53.193100,13.887300,57.732100,3.191900,0,0.000000 
55.926700,7.840000,57.732100,21.753000,0,0.000000 
55.903400,7.835300,57.732100,21.753000,0,0.000000 
55.019900,8.577900,57.732100,21.753000,0,0.000000 
57.725100,0.028400,57.732100,57.601800,0,0.000000 
51.414700,13.086100,57.732100,21.601800,0,0.000000 
55.006100,8.618300,57.732100,21.601800,0,0.000000 
55.442700,7.971500,57.732100,21.753000,0,0.000000 
56.797300,4.015200,57.732100,39.296200,0,0.000000 
