Avg,Std,Max,Min,Energy,Std_energy 
-0.329300,7.811100,21.753000,-5.717000,0,0.000000 
3.764900,8.557500,21.753000,-5.273000,0,0.000000 
7.372900,9.665100,21.753000,-5.687000,0,0.000000 
16.330300,9.211300,21.753000,-5.273000,0,0.000000 
18.596800,8.193200,21.753000,-5.273000,0,0.000000 
20.359600,8.342600,39.963000,-5.700400,0,0.000000 
19.904900,9.449700,39.963000,-6.393600,0,0.000000 
23.105000,9.272300,39.963000,-5.837700,0,0.000000 
24.044600,9.020500,39.963000,3.706700,0,0.000000 
28.997800,11.596100,57.188900,12.732100,0,0.000000 
32.064800,16.067200,57.601800,-5.273000,0,0.000000 
44.501000,10.574400,57.601800,21.753000,0,0.000000 
51.887400,9.423400,57.601800,21.758300,0,0.000000 
51.775000,15.532100,57.188900,-6.333300,0,0.000000 
51.339300,17.599900,57.188900,-5.717000,0,0.000000 
48.636800,20.421800,57.213100,-5.733300,0,0.000000 
55.191200,8.694600,57.213100,17.292200,3,17.135900 
55.486900,7.756000,58.492200,21.701700,1,8.944300 
50.587200,17.779400,66.100100,3.130700,0,0.000000 
57.856000,5.217200,66.100100,39.583900,0,0.000000 
55.173400,14.006700,66.100100,11.668500,2,8.659200 
50.103800,21.206300,66.100100,3.130700,2,8.398300 
58.105400,12.656600,66.100100,21.174000,0,0.000000 
48.548100,26.800600,66.100100,-6.371600,0,0.000000 
56.226300,19.461400,66.136400,3.142100,0,0.000000 
57.568000,20.589700,66.136400,3.174000,0,0.000000 
60.739600,16.366300,66.136400,3.130700,0,0.000000 
57.142300,21.425800,66.136400,3.283000,0,0.000000 
62.980600,11.789700,66.162300,12.302900,0,0.000000 
53.074000,25.230200,66.162300,-6.395300,0,0.000000 
