Avg,Std,Max,Min,Energy,Std_energy 
-1.695800,13.676000,57.296200,-5.717000,0,0.000000 
10.832100,26.896600,57.296200,-5.398200,0,0.000000 
25.516200,29.074800,57.296200,-5.837700,0,0.000000 
38.902000,25.903800,57.296200,-5.703800,0,0.000000 
55.931700,8.226000,66.296200,21.108400,0,0.000000 
49.632100,23.557900,66.296200,-5.837700,0,0.000000 
47.350500,23.179600,66.296200,-5.837700,0,0.000000 
56.840400,17.457500,66.296200,-5.837700,0,0.000000 
56.857600,19.580700,66.296200,-5.808100,0,0.000000 
66.282400,0.034800,66.296200,66.162300,0,0.000000 
65.852900,1.893100,66.296200,57.601800,0,0.000000 
61.337500,15.734600,66.296200,-5.808100,0,0.000000 
60.449900,18.028500,66.296200,-5.808100,0,0.000000 
63.107000,15.924600,75.026200,-5.808100,0,0.000000 
50.590300,32.942600,86.538500,-5.837700,1,7.474500 
67.139100,21.635700,86.538500,-5.398200,0,0.000000 
67.647700,24.390900,86.538500,12.309600,1,8.171000 
81.455700,9.237800,86.538500,57.326700,5,12.866700 
79.451400,17.769400,86.538500,21.747700,13,10.954500 
78.399200,18.627600,86.538500,12.306300,18,10.729000 
74.824600,27.914800,86.538500,-5.837700,6,12.919500 
81.669300,12.372000,86.538500,39.097400,11,11.258300 
75.720600,25.490800,86.538500,-5.837700,16,11.028700 
73.042700,29.070800,86.538500,-5.837700,11,12.000000 
71.527100,26.948000,86.538500,-5.837700,7,13.000000 
72.062900,29.886500,86.538500,-5.808100,9,12.507200 
83.298700,14.122000,86.538500,21.742500,16,6.696000 
80.102100,11.367200,86.538500,56.998600,11,12.458100 
84.060800,7.570400,86.538500,57.225400,14,9.380800 
76.304500,20.743100,92.169300,21.108400,14,20.916300 
