Avg,Std,Max,Min,Energy,Std_energy 
8.670800,11.873000,21.753000,-5.273000,0,0.000000 
18.440500,15.807500,57.266700,-5.805100,0,0.000000 
27.380700,18.969500,57.266700,-5.288300,0,0.000000 
35.932400,17.366100,57.266700,21.753000,0,0.000000 
50.103900,14.176800,57.266700,21.742500,0,0.000000 
56.335500,3.839200,57.266700,39.601800,0,0.000000 
54.100000,13.736200,57.266700,-5.774600,0,0.000000 
57.262500,0.012400,57.266700,57.225400,0,0.000000 
49.662000,18.616300,57.266700,-5.247000,0,0.000000 
57.259400,0.024000,57.266700,57.162300,0,0.000000 
57.255800,0.027700,57.266700,57.162300,0,0.000000 
54.116700,13.730500,57.266700,-5.733300,0,0.000000 
55.488900,7.739600,57.266700,21.753000,0,0.000000 
55.486900,7.739100,57.266700,21.753000,0,0.000000 
54.557800,11.783500,57.266700,3.194900,0,0.000000 
55.488900,7.739600,57.266700,21.753000,0,0.000000 
54.094800,13.744800,57.266700,-5.817100,0,0.000000 
55.488900,7.739600,57.266700,21.753000,0,0.000000 
52.338900,15.410600,57.266700,-5.774600,0,0.000000 
57.255800,0.027700,57.266700,57.162300,0,0.000000 
57.264600,0.009000,57.266700,57.225400,0,0.000000 
57.264600,0.009000,57.266700,57.225400,0,0.000000 
52.313100,15.450300,57.266700,-5.733300,0,0.000000 
57.257400,0.022700,57.266700,57.194900,0,0.000000 
57.264600,0.009000,57.266700,57.225400,0,0.000000 
55.483700,7.738400,57.266700,21.753000,0,0.000000 
57.266700,0.000000,57.266700,57.266700,0,0.000000 
57.264600,0.009000,57.266700,57.225400,0,0.000000 
57.262800,0.011500,57.266700,57.225400,0,0.000000 
52.332200,15.414800,57.266700,-5.805100,0,0.000000 
