Avg,Std,Max,Min,Energy,Std_energy 
1.407400,7.990800,12.790500,-5.398200,0,0.000000 
8.608300,6.684900,12.790500,-5.247000,0,0.000000 
11.365600,4.474400,12.790500,-5.855100,0,0.000000 
15.400100,11.924900,57.006000,-5.209500,0,0.000000 
16.219600,10.331700,39.266700,3.130700,0,0.000000 
25.052100,13.386400,39.266700,-6.070700,0,0.000000 
28.594600,13.659600,39.266700,3.125100,0,0.000000 
34.813200,10.746300,39.266700,3.150700,0,0.000000 
31.756200,13.190500,39.266700,3.852500,0,0.000000 
32.608900,12.549200,39.266700,3.113900,0,0.000000 
35.277800,10.691100,39.266700,3.147800,0,0.000000 
36.595300,8.014300,39.266700,12.316400,0,0.000000 
36.568800,8.093500,39.266700,12.260200,0,0.000000 
26.790000,15.555100,39.266700,3.130700,0,0.000000 
33.918300,12.732300,39.266700,3.122300,0,0.000000 
32.582700,13.791200,39.266700,-5.398200,0,0.000000 
33.014300,13.875500,39.266700,-4.844200,0,0.000000 
26.295100,16.147500,39.266700,3.130700,0,0.000000 
21.468300,16.190900,39.266700,-5.252300,0,0.000000 
26.851600,13.868600,39.266700,3.122300,0,0.000000 
29.919500,15.312000,39.266700,-5.017300,0,0.000000 
33.934500,11.755900,39.266700,3.130700,0,0.000000 
33.043000,12.619800,39.266700,3.130700,0,0.000000 
33.883600,12.815000,39.266700,3.113900,0,0.000000 
29.465000,14.347200,39.266700,3.130700,0,0.000000 
34.880000,9.005600,39.266700,12.790500,0,0.000000 
33.048700,12.588400,39.266700,3.742500,0,0.000000 
33.459200,12.123700,39.266700,3.150700,0,0.000000 
35.687600,11.133700,39.266700,-5.837700,0,0.000000 
37.065900,6.751900,39.266700,12.790500,0,0.000000 
