Avg,Std,Max,Min,Energy,Std_energy 
-0.768900,7.829700,12.790500,-5.837700,0,0.000000 
6.932800,8.196400,12.790500,-5.273000,0,0.000000 
11.887900,4.844100,21.753000,-5.198500,0,0.000000 
14.136500,4.277800,30.732100,12.790500,0,0.000000 
16.827500,5.997900,30.732100,12.790500,0,0.000000 
22.657200,6.888600,30.732100,12.790500,0,0.000000 
24.302800,10.576800,30.732100,-5.273000,4,14.400000 
27.443300,8.121500,30.732100,-5.407200,4,19.200000 
29.094100,4.375900,30.732100,12.790500,2,15.874500 
28.488500,5.586300,30.732100,12.779600,0,0.000000 
27.747200,5.001600,30.732100,12.790500,2,11.973300 
27.585500,8.185500,30.732100,-5.273000,0,0.000000 
25.053900,9.507900,30.732100,-5.209500,2,15.874500 
29.094100,4.375900,30.732100,12.790500,2,15.874500 
28.034000,8.099400,30.732100,-5.273000,0,0.000000 
28.488200,4.811800,30.732100,12.790500,0,0.000000 
28.038400,4.114800,30.732100,21.753000,0,0.000000 
28.488200,4.811800,30.732100,12.790500,0,0.000000 
27.742500,8.102400,30.742500,-5.273000,2,12.790500 
26.846800,9.144300,30.742500,-5.273000,2,13.799000 
27.136400,8.723100,30.742500,-5.273000,0,0.000000 
26.243500,7.243900,30.742500,12.701700,0,0.000000 
27.594400,5.138700,30.742500,12.790500,0,0.000000 
28.046800,5.748200,30.742500,12.790500,0,0.000000 
25.323900,11.173800,30.742500,-5.273000,0,0.000000 
28.944400,4.580400,30.742500,12.790500,0,0.000000 
30.742500,0.000000,30.742500,30.742500,0,0.000000 
28.048400,5.748900,30.742500,12.790500,0,0.000000 
27.127900,6.616500,30.742500,12.790500,0,0.000000 
26.253200,7.237500,30.742500,12.790500,0,0.000000 
