Avg,Std,Max,Min,Energy,Std_energy 
4.578800,14.418600,30.747700,-5.273000,0,0.000000 
11.745300,16.577000,30.763600,-5.860800,0,0.000000 
26.204800,9.196300,30.763600,-5.273000,0,0.000000 
25.785300,11.192300,30.801500,-5.273000,0,0.000000 
28.065100,5.006800,30.801500,12.801500,0,0.000000 
27.621100,5.889900,30.801500,12.732100,0,0.000000 
29.453400,5.912700,40.023300,12.732100,0,0.000000 
29.057800,8.788300,40.023300,4.299500,0,0.000000 
31.267700,9.278900,58.023300,12.801500,0,0.000000 
34.488200,18.249400,58.023300,-5.749400,0,0.000000 
35.886500,20.110100,58.023300,-5.273000,0,0.000000 
44.070100,21.589400,58.023300,-5.159100,0,0.000000 
47.631700,19.025100,58.023300,-5.283200,0,0.000000 
58.023300,0.000000,58.023300,58.023300,0,0.000000 
46.284900,21.183000,58.023300,-5.273000,0,0.000000 
50.791100,17.758700,58.023300,-5.273000,0,0.000000 
48.939000,15.989400,58.023300,12.790500,0,0.000000 
39.038300,25.047500,58.023300,-5.273000,0,0.000000 
47.607700,19.470300,58.023300,-5.293300,0,0.000000 
45.822400,21.246000,58.023300,3.732100,0,0.000000 
45.817800,19.656500,58.023300,-5.293300,0,0.000000 
42.217000,20.200900,58.023300,3.130700,0,0.000000 
43.119100,25.912900,58.023300,-5.273000,0,0.000000 
44.450300,21.693000,58.023300,-5.273000,0,0.000000 
43.570700,21.448600,58.023300,-5.273000,0,0.000000 
46.679700,21.484300,58.023300,-5.843500,0,0.000000 
47.214000,21.987300,58.023300,-5.273000,0,0.000000 
44.903000,22.968600,58.023300,-5.398200,0,0.000000 
44.943200,22.906900,58.023300,-5.273000,0,0.000000 
43.547200,21.672800,58.023300,-5.273000,0,0.000000 
