94.0232662575794222,94.0820061875832465,89.7887328255958295
94.0232662575794222,93.7270004414362461,88.0117358769174132
94.0232662575794222,93.7270004414362461,88.4117358769174047
94.0232662575794222,94.189364705903742,87.5934240732750737
94.0232662575794222,93.9893647059037392,88.2199833463474334
94.0232662575794222,94.482006187583238,90.3222642182203685
94.0232662575794222,94.5761194791537179,88.6687735105168571
94.0232662575794222,94.2525055231865565,89.1710543823897979
94.0232662575794222,93.7959933129232013,88.0666019570033569
94.2301867004239995,93.8352140260764855,90.1250692691479713
