57.73214184093667,92.51240366476762,88.44090461150806
57.26665872310225,92.53703951986405,74.89520676758501
92.16931473973874,91.93703951986404,89.84302101441445
75.22855887686998,92.77611947915372,84.54233241211736
75.22544845445559,92.56355803717005,48.17105438238979
30.742504627972217,92.77611947915372,65.77346333071253
58.02326625757942,92.58272016318507,89.0137913760995
66.16226955283406,92.44704041507838,84.86660195700335
66.75297592783951,93.78936470590374,89.01791509328336
39.26665872310225,91.83715536974009,88.99364684039827
